flux-t5-tokenizer-special_tokens_map.json	/home/straughter/Wan2GP/ckpts/T5_xxl_1.1/special_tokens_map.json	https://huggingface.co/DeepBeepMeep/LTX_Video/resolve/main/T5_xxl_1.1/special_tokens_map.json	2201	5c87151ef0f72a99d1f766a4c418bd2a1f90aaa30a8e22fe5eca9641daebb64f
flux-t5-tokenizer-spiece.model	/home/straughter/Wan2GP/ckpts/T5_xxl_1.1/spiece.model	https://huggingface.co/DeepBeepMeep/LTX_Video/resolve/main/T5_xxl_1.1/spiece.model	791656	d60acb128cf7b7f2536e8f38a5b18a05535c9e14c7a355904270e15b0945ea86
flux-t5-tokenizer-tokenizer_config.json	/home/straughter/Wan2GP/ckpts/T5_xxl_1.1/tokenizer_config.json	https://huggingface.co/DeepBeepMeep/LTX_Video/resolve/main/T5_xxl_1.1/tokenizer_config.json	20509	71730771351a8f0463bd2e545fbfaadc9dc01a7a222306ff4795cc48dfe168c0
flux-clip-text-encoder	/home/straughter/Wan2GP/ckpts/clip_vit_large_patch14/model.safetensors	https://huggingface.co/DeepBeepMeep/HunyuanVideo/resolve/main/clip_vit_large_patch14/model.safetensors	1710540580	a2bf730a0c7debf160f7a6b50b3aaf3703e7e88ac73de7a314903141db026dcb
flux-clip-tokenizer-text_config.json	/home/straughter/Wan2GP/ckpts/clip_vit_large_patch14/text_config.json	https://huggingface.co/DeepBeepMeep/HunyuanVideo/resolve/main/clip_vit_large_patch14/text_config.json	1865	0e6438a7306ade85a161a0078246bedffc1b787f6a9d86c48bd27556a2734040
flux-clip-tokenizer-merges.txt	/home/straughter/Wan2GP/ckpts/clip_vit_large_patch14/merges.txt	https://huggingface.co/DeepBeepMeep/HunyuanVideo/resolve/main/clip_vit_large_patch14/merges.txt	524619	9fd691f7c8039210e0fced15865466c65820d09b63988b0174bfe25de299051a
flux-clip-tokenizer-preprocessor_config.json	/home/straughter/Wan2GP/ckpts/clip_vit_large_patch14/preprocessor_config.json	https://huggingface.co/DeepBeepMeep/HunyuanVideo/resolve/main/clip_vit_large_patch14/preprocessor_config.json	316	910e70b3956ac9879ebc90b22fb3bc8a75b6a0677814500101a4c072bd7857bd
flux-clip-tokenizer-special_tokens_map.json	/home/straughter/Wan2GP/ckpts/clip_vit_large_patch14/special_tokens_map.json	https://huggingface.co/DeepBeepMeep/HunyuanVideo/resolve/main/clip_vit_large_patch14/special_tokens_map.json	389	f8c0d6c39aee3f8431078ef6646567b0aba7f2246e9c54b8b99d55c22b707cbf
flux-clip-tokenizer-tokenizer.json	/home/straughter/Wan2GP/ckpts/clip_vit_large_patch14/tokenizer.json	https://huggingface.co/DeepBeepMeep/HunyuanVideo/resolve/main/clip_vit_large_patch14/tokenizer.json	2224003	a83e0809aa4c3af7208b2df632a7a69668c6d48775b3c3fe4e1b1199d1f8b8f4
flux-clip-tokenizer-tokenizer_config.json	/home/straughter/Wan2GP/ckpts/clip_vit_large_patch14/tokenizer_config.json	https://huggingface.co/DeepBeepMeep/HunyuanVideo/resolve/main/clip_vit_large_patch14/tokenizer_config.json	905	deef455e52fa5e8151e339add0582e4235f066009601360999d3a9cda83b1129
flux-clip-tokenizer-vocab.json	/home/straughter/Wan2GP/ckpts/clip_vit_large_patch14/vocab.json	https://huggingface.co/DeepBeepMeep/HunyuanVideo/resolve/main/clip_vit_large_patch14/vocab.json	961143	3f0c4f7d2086b61b38487075278ea9ed04edb53a03cbb045b86c27190fa8fb69
flux-vae	/home/straughter/Wan2GP/ckpts/flux_vae.safetensors	https://huggingface.co/DeepBeepMeep/Flux/resolve/main/flux_vae.safetensors	335304388	afc8e28272cd15db3919bacdb6918ce9c1ed22e96cb12c4d5ed0fba823529e38
